No,Latitude,Longitude,Altitude,Date,Time
72,47.683066,-122.309741,76.0,2015/11/13,10:33:17
73,47.683063,-122.309549,76.0,2015/11/13,10:33:18
74,47.683059,-122.309356,76.0,2015/11/13,10:33:19
75,47.683055,-122.309177,75.0,2015/11/13,10:33:20
76,47.683057,-122.308999,73.0,2015/11/13,10:33:21
77,47.683060,-122.308822,72.0,2015/11/13,10:33:22
78,47.683064,-122.308639,73.0,2015/11/13,10:33:23
79,47.683070,-122.308456,73.0,2015/11/13,10:33:24
80,47.683076,-122.308275,72.0,2015/11/13,10:33:25
81,47.683079,-122.308096,72.0,2015/11/13,10:33:26
82,47.683079,-122.307921,72.0,2015/11/13,10:33:27
83,47.683079,-122.307754,71.0,2015/11/13,10:33:28
84,47.683077,-122.307593,71.0,2015/11/13,10:33:29
85,47.683075,-122.307438,71.0,2015/11/13,10:33:30
86,47.683072,-122.307287,70.0,2015/11/13,10:33:31
87,47.683069,-122.307141,71.0,2015/11/13,10:33:32
88,47.683070,-122.307005,70.0,2015/11/13,10:33:33
89,47.683068,-122.306866,70.0,2015/11/13,10:33:34
90,47.683062,-122.306720,67.0,2015/11/13,10:33:35
91,47.683058,-122.306576,69.0,2015/11/13,10:33:36
92,47.683056,-122.306431,69.0,2015/11/13,10:33:37
93,47.683054,-122.306279,68.0,2015/11/13,10:33:38
94,47.683048,-122.306125,68.0,2015/11/13,10:33:39
95,47.683046,-122.305965,66.0,2015/11/13,10:33:40
96,47.683045,-122.305806,64.0,2015/11/13,10:33:41
97,47.683045,-122.305644,65.0,2015/11/13,10:33:42
98,47.683043,-122.305480,65.0,2015/11/13,10:33:43
99,47.683043,-122.305310,65.0,2015/11/13,10:33:44
100,47.683045,-122.305140,64.0,2015/11/13,10:33:45
101,47.683045,-122.304972,63.0,2015/11/13,10:33:46
102,47.683046,-122.304801,63.0,2015/11/13,10:33:47
103,47.683047,-122.304627,63.0,2015/11/13,10:33:48
104,47.683047,-122.304452,60.0,2015/11/13,10:33:49
105,47.683050,-122.304277,61.0,2015/11/13,10:33:50
106,47.683051,-122.304099,60.0,2015/11/13,10:33:51
107,47.683055,-122.303921,59.0,2015/11/13,10:33:52
108,47.683058,-122.303741,58.0,2015/11/13,10:33:53
109,47.683061,-122.303564,56.0,2015/11/13,10:33:54
110,47.683061,-122.303386,54.0,2015/11/13,10:33:55
111,47.683060,-122.303203,54.0,2015/11/13,10:33:56
112,47.683059,-122.303016,53.0,2015/11/13,10:33:57
113,47.683057,-122.302833,54.0,2015/11/13,10:33:58
114,47.683055,-122.302651,55.0,2015/11/13,10:33:59
115,47.683050,-122.302481,54.0,2015/11/13,10:34:00
116,47.683044,-122.302311,54.0,2015/11/13,10:34:01
117,47.683041,-122.302145,52.0,2015/11/13,10:34:02
118,47.683037,-122.301985,53.0,2015/11/13,10:34:03
119,47.683037,-122.301836,51.0,2015/11/13,10:34:04
120,47.683037,-122.301699,50.0,2015/11/13,10:34:05
121,47.683037,-122.301467,48.0,2015/11/13,10:34:07
122,47.683033,-122.301272,49.0,2015/11/13,10:34:09
123,47.683028,-122.301135,48.0,2015/11/13,10:34:11
124,47.683030,-122.300996,47.0,2015/11/13,10:34:18
125,47.683004,-122.300857,49.0,2015/11/13,10:34:23
126,47.682913,-122.300807,49.0,2015/11/13,10:34:26
127,47.682789,-122.300795,50.0,2015/11/13,10:34:28
128,47.682620,-122.300785,53.0,2015/11/13,10:34:30
129,47.682521,-122.300780,52.0,2015/11/13,10:34:31
130,47.682413,-122.300772,53.0,2015/11/13,10:34:32
131,47.682298,-122.300766,52.0,2015/11/13,10:34:33
132,47.682175,-122.300760,53.0,2015/11/13,10:34:34
133,47.682046,-122.300754,54.0,2015/11/13,10:34:35
134,47.681912,-122.300749,54.0,2015/11/13,10:34:36
135,47.681775,-122.300744,54.0,2015/11/13,10:34:37
136,47.681636,-122.300738,54.0,2015/11/13,10:34:38
137,47.681496,-122.300730,55.0,2015/11/13,10:34:39
138,47.681354,-122.300724,54.0,2015/11/13,10:34:40
139,47.681214,-122.300717,54.0,2015/11/13,10:34:41
140,47.681069,-122.300715,55.0,2015/11/13,10:34:42
141,47.680922,-122.300709,56.0,2015/11/13,10:34:43
142,47.680773,-122.300708,56.0,2015/11/13,10:34:44
143,47.680625,-122.300708,56.0,2015/11/13,10:34:45
144,47.680478,-122.300705,56.0,2015/11/13,10:34:46
145,47.680332,-122.300702,55.0,2015/11/13,10:34:47
146,47.680196,-122.300696,56.0,2015/11/13,10:34:48
147,47.680060,-122.300687,54.0,2015/11/13,10:34:49
148,47.679926,-122.300684,53.0,2015/11/13,10:34:50
149,47.679796,-122.300679,54.0,2015/11/13,10:34:51
150,47.679669,-122.300678,54.0,2015/11/13,10:34:52
151,47.679548,-122.300680,54.0,2015/11/13,10:34:53
152,47.679433,-122.300684,54.0,2015/11/13,10:34:54
153,47.679325,-122.300688,54.0,2015/11/13,10:34:55
154,47.679229,-122.300692,54.0,2015/11/13,10:34:56
155,47.679078,-122.300698,54.0,2015/11/13,10:34:58
156,47.678985,-122.300701,54.0,2015/11/13,10:35:01
157,47.678879,-122.300706,53.0,2015/11/13,10:35:14
158,47.678709,-122.300694,54.0,2015/11/13,10:35:16
159,47.678608,-122.300695,52.0,2015/11/13,10:35:17
160,47.678498,-122.300695,50.0,2015/11/13,10:35:18
161,47.678380,-122.300694,49.0,2015/11/13,10:35:19
162,47.678255,-122.300692,47.0,2015/11/13,10:35:20
163,47.678128,-122.300688,47.0,2015/11/13,10:35:21
164,47.677999,-122.300684,47.0,2015/11/13,10:35:22
165,47.677868,-122.300678,46.0,2015/11/13,10:35:23
166,47.677739,-122.300670,47.0,2015/11/13,10:35:24
167,47.677611,-122.300664,47.0,2015/11/13,10:35:25
168,47.677490,-122.300658,47.0,2015/11/13,10:35:26
169,47.677373,-122.300655,48.0,2015/11/13,10:35:27
170,47.677263,-122.300653,48.0,2015/11/13,10:35:28
171,47.677053,-122.300655,48.0,2015/11/13,10:35:30
172,47.676956,-122.300658,48.0,2015/11/13,10:35:31
173,47.676861,-122.300661,48.0,2015/11/13,10:35:32
174,47.676769,-122.300665,48.0,2015/11/13,10:35:33
175,47.676678,-122.300668,47.0,2015/11/13,10:35:34
176,47.676510,-122.300681,48.0,2015/11/13,10:35:36
177,47.676369,-122.300697,47.0,2015/11/13,10:35:38
178,47.676274,-122.300708,47.0,2015/11/13,10:35:40
179,47.676157,-122.300710,49.0,2015/11/13,10:35:59
180,47.676051,-122.300709,48.0,2015/11/13,10:36:02
181,47.675924,-122.300716,46.0,2015/11/13,10:36:59
182,47.675798,-122.300712,46.0,2015/11/13,10:37:01
183,47.675624,-122.300708,44.0,2015/11/13,10:37:03
184,47.675522,-122.300708,43.0,2015/11/13,10:37:04
185,47.675413,-122.300708,43.0,2015/11/13,10:37:05
186,47.675299,-122.300711,42.0,2015/11/13,10:37:06
187,47.675180,-122.300713,42.0,2015/11/13,10:37:07
188,47.675058,-122.300712,43.0,2015/11/13,10:37:08
189,47.674933,-122.300711,43.0,2015/11/13,10:37:09
190,47.674806,-122.300710,42.0,2015/11/13,10:37:10
191,47.674676,-122.300708,41.0,2015/11/13,10:37:11
192,47.674546,-122.300706,40.0,2015/11/13,10:37:12
193,47.674414,-122.300707,39.0,2015/11/13,10:37:13
194,47.674282,-122.300709,39.0,2015/11/13,10:37:14
195,47.674151,-122.300711,37.0,2015/11/13,10:37:15
196,47.674020,-122.300713,36.0,2015/11/13,10:37:16
197,47.673887,-122.300714,36.0,2015/11/13,10:37:17
198,47.673753,-122.300713,35.0,2015/11/13,10:37:18
199,47.673620,-122.300712,35.0,2015/11/13,10:37:19
200,47.673486,-122.300708,35.0,2015/11/13,10:37:20
201,47.673355,-122.300706,35.0,2015/11/13,10:37:21
202,47.673225,-122.300705,33.0,2015/11/13,10:37:22
203,47.673096,-122.300703,33.0,2015/11/13,10:37:23
204,47.672969,-122.300701,32.0,2015/11/13,10:37:24
205,47.672844,-122.300699,32.0,2015/11/13,10:37:25
206,47.672723,-122.300696,32.0,2015/11/13,10:37:26
207,47.672604,-122.300694,32.0,2015/11/13,10:37:27
208,47.672489,-122.300690,32.0,2015/11/13,10:37:28
209,47.672376,-122.300688,32.0,2015/11/13,10:37:29
210,47.672266,-122.300687,31.0,2015/11/13,10:37:30
211,47.672161,-122.300686,31.0,2015/11/13,10:37:31
212,47.672056,-122.300683,31.0,2015/11/13,10:37:32
213,47.671951,-122.300678,30.0,2015/11/13,10:37:33
214,47.671848,-122.300672,30.0,2015/11/13,10:37:34
215,47.671743,-122.300666,30.0,2015/11/13,10:37:35
216,47.671636,-122.300658,30.0,2015/11/13,10:37:36
217,47.671525,-122.300651,30.0,2015/11/13,10:37:37
218,47.671414,-122.300647,30.0,2015/11/13,10:37:38
219,47.671302,-122.300637,31.0,2015/11/13,10:37:39
220,47.671196,-122.300628,32.0,2015/11/13,10:37:40
221,47.671091,-122.300626,30.0,2015/11/13,10:37:41
222,47.670985,-122.300626,30.0,2015/11/13,10:37:42
223,47.670878,-122.300626,30.0,2015/11/13,10:37:43
224,47.670777,-122.300627,30.0,2015/11/13,10:37:44
225,47.670680,-122.300626,30.0,2015/11/13,10:37:45
226,47.670586,-122.300624,30.0,2015/11/13,10:37:46
227,47.670494,-122.300621,30.0,2015/11/13,10:37:47
228,47.670402,-122.300615,30.0,2015/11/13,10:37:48
229,47.670309,-122.300608,31.0,2015/11/13,10:37:49
230,47.670215,-122.300603,30.0,2015/11/13,10:37:50
231,47.670118,-122.300601,30.0,2015/11/13,10:37:51
232,47.670019,-122.300598,30.0,2015/11/13,10:37:52
233,47.669921,-122.300592,29.0,2015/11/13,10:37:53
234,47.669823,-122.300588,28.0,2015/11/13,10:37:54
235,47.669725,-122.300584,28.0,2015/11/13,10:37:55
236,47.669625,-122.300585,26.0,2015/11/13,10:37:56
237,47.669525,-122.300587,24.0,2015/11/13,10:37:57
238,47.669424,-122.300589,24.0,2015/11/13,10:37:58
239,47.669323,-122.300589,23.0,2015/11/13,10:37:59
240,47.669222,-122.300589,23.0,2015/11/13,10:38:00
241,47.669120,-122.300588,22.0,2015/11/13,10:38:01
242,47.669015,-122.300588,21.0,2015/11/13,10:38:02
243,47.668911,-122.300595,18.0,2015/11/13,10:38:03
244,47.668806,-122.300602,17.0,2015/11/13,10:38:04
245,47.668703,-122.300612,15.0,2015/11/13,10:38:05
246,47.668602,-122.300621,14.0,2015/11/13,10:38:06
247,47.668507,-122.300633,13.0,2015/11/13,10:38:07
248,47.668346,-122.300661,10.0,2015/11/13,10:38:09
249,47.668227,-122.300682,10.0,2015/11/13,10:38:11
250,47.668132,-122.300640,15.0,2015/11/13,10:38:31
251,47.668021,-122.300649,14.0,2015/11/13,10:38:42
252,47.667866,-122.300657,14.0,2015/11/13,10:38:44
253,47.667771,-122.300658,14.0,2015/11/13,10:38:45
254,47.667666,-122.300657,14.0,2015/11/13,10:38:46
255,47.667552,-122.300654,14.0,2015/11/13,10:38:47
256,47.667434,-122.300652,12.0,2015/11/13,10:38:48
257,47.667313,-122.300648,12.0,2015/11/13,10:38:49
258,47.667194,-122.300642,12.0,2015/11/13,10:38:50
259,47.667076,-122.300643,11.0,2015/11/13,10:38:51
260,47.666964,-122.300649,11.0,2015/11/13,10:38:52
261,47.666858,-122.300655,10.0,2015/11/13,10:38:53
262,47.666761,-122.300661,11.0,2015/11/13,10:38:54
263,47.666597,-122.300665,9.0,2015/11/13,10:38:56
264,47.666488,-122.300672,9.0,2015/11/13,10:38:58
265,47.666578,-122.300654,9.0,2015/11/13,10:39:20
266,47.666469,-122.300655,6.0,2015/11/13,10:39:38
267,47.666351,-122.300664,5.0,2015/11/13,10:39:40
268,47.666210,-122.300679,3.0,2015/11/13,10:39:42
269,47.666059,-122.300689,3.0,2015/11/13,10:39:44
270,47.665916,-122.300696,3.0,2015/11/13,10:39:46
271,47.665806,-122.300702,2.0,2015/11/13,10:39:48
272,47.665676,-122.300707,13.4,2015/11/13,10:40:11
273,47.665556,-122.300713,12.9,2015/11/13,10:40:13
274,47.665411,-122.300738,-5.0,2015/11/13,10:40:15
275,47.665272,-122.300775,-1.0,2015/11/13,10:40:17
276,47.665141,-122.300819,-3.0,2015/11/13,10:40:19
277,47.665024,-122.300856,-2.0,2015/11/13,10:40:21
278,47.664930,-122.300878,-2.0,2015/11/13,10:40:23
279,47.664838,-122.300896,-2.0,2015/11/13,10:40:25
280,47.664729,-122.300917,9.6,2015/11/13,10:40:27
281,47.664601,-122.300936,9.1,2015/11/13,10:40:29
282,47.664456,-122.300951,8.8,2015/11/13,10:40:31
283,47.664292,-122.300959,8.5,2015/11/13,10:40:33
284,47.664109,-122.300965,8.2,2015/11/13,10:40:35
285,47.664011,-122.300966,8.1,2015/11/13,10:40:36
286,47.663914,-122.300965,7.9,2015/11/13,10:40:37
287,47.663818,-122.300962,1.0,2015/11/13,10:40:38
288,47.663724,-122.300958,1.0,2015/11/13,10:40:39
289,47.663553,-122.300948,-1.0,2015/11/13,10:40:41
290,47.663425,-122.300941,-1.0,2015/11/13,10:40:43
291,47.663334,-122.300942,9.6,2015/11/13,10:40:47
292,47.663425,-122.300925,1.0,2015/11/13,10:40:55
293,47.663296,-122.300962,-1.0,2015/11/13,10:41:14
294,47.663191,-122.300980,10.4,2015/11/13,10:41:16
295,47.663080,-122.300991,1.0,2015/11/13,10:41:18
296,47.662971,-122.300993,1.0,2015/11/13,10:41:21
297,47.662875,-122.301001,-4.0,2015/11/13,10:41:34
298,47.662755,-122.300994,-3.0,2015/11/13,10:41:36
299,47.662589,-122.300988,-2.0,2015/11/13,10:41:38
300,47.662486,-122.300988,-2.0,2015/11/13,10:41:39
301,47.662372,-122.300989,-2.0,2015/11/13,10:41:40
302,47.662250,-122.300995,-2.0,2015/11/13,10:41:41
303,47.662123,-122.300998,-2.0,2015/11/13,10:41:42
304,47.661982,-122.300998,-1.0,2015/11/13,10:41:43
305,47.661842,-122.300994,1.0,2015/11/13,10:41:44
306,47.661703,-122.300990,11.2,2015/11/13,10:41:45
307,47.661568,-122.300984,11.3,2015/11/13,10:41:46
308,47.661439,-122.300986,-1.0,2015/11/13,10:41:47
309,47.661310,-122.300984,11.4,2015/11/13,10:41:48
310,47.661197,-122.300988,-1.0,2015/11/13,10:41:49
311,47.661085,-122.300988,-1.0,2015/11/13,10:41:50
312,47.660977,-122.300984,-1.0,2015/11/13,10:41:51
313,47.660877,-122.300981,10.6,2015/11/13,10:41:52
314,47.660706,-122.300978,1.0,2015/11/13,10:41:54
315,47.660576,-122.300982,10.0,2015/11/13,10:41:56
316,47.660475,-122.301007,1.0,2015/11/13,10:41:58
317,47.660373,-122.301126,10.0,2015/11/13,10:42:01
318,47.660323,-122.301280,1.0,2015/11/13,10:42:04
319,47.660298,-122.301416,1.0,2015/11/13,10:42:07
320,47.660263,-122.301548,1.0,2015/11/13,10:42:10
321,47.660208,-122.301722,4.0,2015/11/13,10:42:13
322,47.660150,-122.301858,3.0,2015/11/13,10:42:15
323,47.660076,-122.301997,6.0,2015/11/13,10:42:17
324,47.659979,-122.302118,11.0,2015/11/13,10:42:19
325,47.659853,-122.302186,11.0,2015/11/13,10:42:21
326,47.659704,-122.302210,11.0,2015/11/13,10:42:23
327,47.659555,-122.302206,11.0,2015/11/13,10:42:25
328,47.659407,-122.302207,8.0,2015/11/13,10:42:27
329,47.659263,-122.302218,4.0,2015/11/13,10:42:29
330,47.659125,-122.302248,6.0,2015/11/13,10:42:31
331,47.658997,-122.302299,8.0,2015/11/13,10:42:33
332,47.658869,-122.302355,10.0,2015/11/13,10:42:35
333,47.658745,-122.302424,13.0,2015/11/13,10:42:37
334,47.658631,-122.302497,14.0,2015/11/13,10:42:39
335,47.658524,-122.302578,15.0,2015/11/13,10:42:41
336,47.658410,-122.302653,15.0,2015/11/13,10:42:43
337,47.658286,-122.302712,16.0,2015/11/13,10:42:45
338,47.658160,-122.302761,16.0,2015/11/13,10:42:47
339,47.658031,-122.302827,18.0,2015/11/13,10:42:49
340,47.657898,-122.302908,18.0,2015/11/13,10:42:51
341,47.657794,-122.303031,18.0,2015/11/13,10:42:53
342,47.657712,-122.303195,14.0,2015/11/13,10:42:55
343,47.657641,-122.303377,19.0,2015/11/13,10:42:57
344,47.657592,-122.303572,22.0,2015/11/13,10:42:59
345,47.657553,-122.303758,24.0,2015/11/13,10:43:01
346,47.657510,-122.303924,28.0,2015/11/13,10:43:03
347,47.657473,-122.304076,28.0,2015/11/13,10:43:05
348,47.657441,-122.304242,30.0,2015/11/13,10:43:08
349,47.657411,-122.304390,36.0,2015/11/13,10:43:21
350,47.657413,-122.304551,40.0,2015/11/13,10:43:28
351,47.657376,-122.304675,39.0,2015/11/13,10:43:31
352,47.657280,-122.304791,36.0,2015/11/13,10:43:34
353,47.657196,-122.304848,37.0,2015/11/13,10:43:36
354,47.657078,-122.304897,37.0,2015/11/13,10:43:39
355,47.656989,-122.304827,31.0,2015/11/13,10:44:05
356,47.656888,-122.304810,31.0,2015/11/13,10:44:07
357,47.656755,-122.304774,31.0,2015/11/13,10:44:09
358,47.656609,-122.304720,30.0,2015/11/13,10:44:11
359,47.656447,-122.304674,31.0,2015/11/13,10:44:13
360,47.656275,-122.304631,30.0,2015/11/13,10:44:15
361,47.656111,-122.304596,31.0,2015/11/13,10:44:17
362,47.656018,-122.304575,32.0,2015/11/13,10:44:18
363,47.655848,-122.304543,31.0,2015/11/13,10:44:20
364,47.655696,-122.304543,32.0,2015/11/13,10:44:22
365,47.655548,-122.304545,31.0,2015/11/13,10:44:24
366,47.655412,-122.304545,31.0,2015/11/13,10:44:26
367,47.655298,-122.304549,30.0,2015/11/13,10:44:28
368,47.655187,-122.304571,31.0,2015/11/13,10:44:31
369,47.655101,-122.304628,32.0,2015/11/13,10:44:36
370,47.654976,-122.304674,30.0,2015/11/13,10:44:40
371,47.654854,-122.304763,25.0,2015/11/13,10:44:43
372,47.654768,-122.304853,24.0,2015/11/13,10:44:46
373,47.654690,-122.304953,24.0,2015/11/13,10:45:20
374,47.654575,-122.305041,24.0,2015/11/13,10:45:23
375,47.654473,-122.305102,23.0,2015/11/13,10:45:25
376,47.654352,-122.305150,23.0,2015/11/13,10:45:27
377,47.654219,-122.305181,23.0,2015/11/13,10:45:29
378,47.654079,-122.305185,27.0,2015/11/13,10:45:31
379,47.653940,-122.305175,26.0,2015/11/13,10:45:33
380,47.653807,-122.305172,24.0,2015/11/13,10:45:35
381,47.653691,-122.305171,23.0,2015/11/13,10:45:37
382,47.653576,-122.305177,21.0,2015/11/13,10:45:39
383,47.653461,-122.305191,20.0,2015/11/13,10:45:41
384,47.653342,-122.305227,21.0,2015/11/13,10:45:43
385,47.653219,-122.305284,20.0,2015/11/13,10:45:45
386,47.653091,-122.305360,21.0,2015/11/13,10:45:47
387,47.652959,-122.305447,21.0,2015/11/13,10:45:49
388,47.652834,-122.305544,21.0,2015/11/13,10:45:51
389,47.652716,-122.305655,21.0,2015/11/13,10:45:53
390,47.652612,-122.305770,20.0,2015/11/13,10:45:55
391,47.652522,-122.305881,19.0,2015/11/13,10:45:57
392,47.652441,-122.306021,17.0,2015/11/13,10:46:00
393,47.652372,-122.306142,17.0,2015/11/13,10:46:04
394,47.652316,-122.306281,14.0,2015/11/13,10:46:07
395,47.652269,-122.306409,13.0,2015/11/13,10:46:09
396,47.652216,-122.306565,12.0,2015/11/13,10:46:11
397,47.652164,-122.306742,10.0,2015/11/13,10:46:13
398,47.652119,-122.306942,10.0,2015/11/13,10:46:15
399,47.652086,-122.307150,9.0,2015/11/13,10:46:17
400,47.652057,-122.307365,11.0,2015/11/13,10:46:19
401,47.652040,-122.307585,10.0,2015/11/13,10:46:21
402,47.652035,-122.307783,10.0,2015/11/13,10:46:23
403,47.652036,-122.307940,10.0,2015/11/13,10:46:25
404,47.652056,-122.308071,9.0,2015/11/13,10:46:29
405,47.652079,-122.307941,10.0,2015/11/13,10:46:41
406,47.652085,-122.308105,9.0,2015/11/13,10:47:01
407,47.652096,-122.308262,9.0,2015/11/13,10:47:03
408,47.652117,-122.308427,10.0,2015/11/13,10:47:05
409,47.652143,-122.308569,11.0,2015/11/13,10:47:07
410,47.652169,-122.308708,10.0,2015/11/13,10:47:10
411,47.652171,-122.308899,27.0,2015/11/13,10:47:59
412,47.652215,-122.309069,27.0,2015/11/13,10:48:01
413,47.652284,-122.309282,26.0,2015/11/13,10:48:03
414,47.652381,-122.309499,27.0,2015/11/13,10:48:05
415,47.652442,-122.309600,28.0,2015/11/13,10:48:06
416,47.652502,-122.309708,30.0,2015/11/13,10:48:07
417,47.652559,-122.309815,29.0,2015/11/13,10:48:08
418,47.652620,-122.309914,30.0,2015/11/13,10:48:09
419,47.652740,-122.310099,28.0,2015/11/13,10:48:11
420,47.652862,-122.310266,27.0,2015/11/13,10:48:13
421,47.652993,-122.310392,26.0,2015/11/13,10:48:15
422,47.653134,-122.310472,29.0,2015/11/13,10:48:17
423,47.653304,-122.310522,28.0,2015/11/13,10:48:19
424,47.653455,-122.310541,26.0,2015/11/13,10:48:21
425,47.653592,-122.310527,26.0,2015/11/13,10:48:23
426,47.653719,-122.310499,28.0,2015/11/13,10:48:25
427,47.653826,-122.310471,29.0,2015/11/13,10:48:27
428,47.653950,-122.310447,27.0,2015/11/13,10:48:30
429,47.654045,-122.310452,30.0,2015/11/13,10:48:32
430,47.654170,-122.310462,30.0,2015/11/13,10:48:35
431,47.654274,-122.310480,28.0,2015/11/13,10:48:37
432,47.654449,-122.310455,31.0,2015/11/13,10:48:39
433,47.654551,-122.310428,31.0,2015/11/13,10:48:40
434,47.654640,-122.310404,33.0,2015/11/13,10:48:41
435,47.654784,-122.310364,30.0,2015/11/13,10:48:43
436,47.654874,-122.310341,29.0,2015/11/13,10:48:45
437,47.654975,-122.310342,31.0,2015/11/13,10:48:49
438,47.655064,-122.310468,30.0,2015/11/13,10:48:53
439,47.655092,-122.310597,27.0,2015/11/13,10:48:55
440,47.655101,-122.310770,24.0,2015/11/13,10:48:58
441,47.655083,-122.310927,24.0,2015/11/13,10:49:23
442,47.655138,-122.311107,23.0,2015/11/13,10:49:25
443,47.655225,-122.311321,22.0,2015/11/13,10:49:27
444,47.655290,-122.311440,21.0,2015/11/13,10:49:28
445,47.655359,-122.311561,20.0,2015/11/13,10:49:29
446,47.655416,-122.311682,20.0,2015/11/13,10:49:30
447,47.655511,-122.311839,19.0,2015/11/13,10:49:32
448,47.655587,-122.311931,17.0,2015/11/13,10:49:35
449,47.655562,-122.311799,13.0,2015/11/13,10:49:43
450,47.655457,-122.311769,6.0,2015/11/13,10:49:51
451,47.655395,-122.311868,6.0,2015/11/13,10:49:54
452,47.655472,-122.311985,8.0,2015/11/13,10:49:57
453,47.655623,-122.312055,11.0,2015/11/13,10:49:59
454,47.655769,-122.312095,13.0,2015/11/13,10:50:01
455,47.655896,-122.312117,15.0,2015/11/13,10:50:03
456,47.655988,-122.312132,23.0,2015/11/13,10:50:05
457,47.656104,-122.312132,18.0,2015/11/13,10:50:09
458,47.656203,-122.312230,15.0,2015/11/13,10:50:12
459,47.656257,-122.312400,15.0,2015/11/13,10:50:14
460,47.656308,-122.312621,16.0,2015/11/13,10:50:16
461,47.656325,-122.312754,15.0,2015/11/13,10:50:17
462,47.656327,-122.312925,16.0,2015/11/13,10:50:19
463,47.656288,-122.313048,18.0,2015/11/13,10:50:22
464,47.656228,-122.312945,17.0,2015/11/13,10:50:35
